Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1515361860,16225.98,16225.98,16214.58,16214.58,2.64551731,42903.323486,16217.366382
1515361920,16214.58,16218.2,16191.24,16199.75,4.17862054,67723.600563,16207.166914
1515361980,16175.27,16199.63,16159.94,16159.94,1.2630951,20434.74176,16178.308158
1515362040,16175.16,16175.17,16159.98,16175.04,2.29532875,37119.535023,16171.77279
1515362100,16175.07,16175.07,16159.93,16169.98,0.49913614,8072.3849042,16172.711726
1515362160,16169.98,16175.17,16154.75,16155.01,4.45662698,72004.451911,16156.714985
1515362220,16154.99,16160.01,16139.94,16152.73,5.02013464,81079.590861,16150.879742
1515362280,16152.99,16175.17,16152.99,16174.84,4.14638952,67057.202701,16172.432035
1515362340,16156.85,16174.84,16145.28,16174.83,4.07899374,65920.387028,16160.943416
1515362400,16174.98,16189.58,16148.06,16175.98,4.43825204,71779.211013,16172.855973
1515362460,16152.42,16211.42,16152.42,16155.1,3.42152608,55353.698394,16178.072912
1515362520,16199.85,16211.43,16176.2,16199.98,1.48878917,24110.134398,16194.458479
1515362580,16199.98,16210.96,16193.68,16210.82,0.26340467,4267.3231904,16200.636042
1515362640,16193.74,16214.58,16193.73,16214.58,0.83348341,13510.239917,16209.368722
1515362700,16200.22,16214.99,16200.22,16214.59,2.04226843,33112.359083,16213.519534
1515362760,16214.59,16220.22,16199.98,16216.51,11.52779239,186903.27221,16213.275351
1515362820,16216.99,16270,16200.01,16270,9.79094453,159098.35552,16249.541097
1515362880,16270.01,16277.84,16242.42,16270.98,5.07251808,82509.066339,16265.898916
1515362940,16243.06,16270.98,16214.93,16242.99,7.87178039,127872.92613,16244.47327
1515363000,16242.99,16332.99,16242.99,16332.99,3.93277837,64042.659076,16284.329563
1515363060,16331.9,16332.78,16300.07,16300.07,2.585373,42175.185882,16312.998504
1515363120,16300.07,16332.8,16300,16332.73,2.13023353,34766.006192,16320.279304
1515363180,16332.73,16347,16332.73,16333.12,23.16980411,378435.35602,16333.127126
1515363240,16333.22,16347,16324.97,16324.97,1.14477765,18691.34139,16327.486294
1515363300,16324.97,16333.35,16312.47,16333.35,3.2930817,53756.120846,16323.956021
1515363360,16333.35,16346.98,16325.1,16333.41,2.86276506,46773.082672,16338.428649
1515363420,16346.96,16349.94,16333.47,16346.95,1.29689957,21200.400929,16346.9874
1515363480,16346.95,16357.52,16346.95,16357.51,2.43983536,39904.573783,16355.437107
1515363540,16357.52,16357.53,16357.52,16357.53,12.0882569,197734.02262,16357.529812
1515363600,16357.53,16375.13,16357.53,16375.13,2.12055556,34700.308145,16363.781643
1515363660,16375.13,16398.43,16360.36,16398.43,8.98207833,147272.68338,16396.281347
1515363720,16398.42,16398.43,16367.19,16395,2.20614687,36169.085754,16394.686249
1515363780,16392.16,16394.99,16364.73,16394.96,9.09197719,148916.82138,16378.925977
1515363840,16394.97,16394.97,16367.63,16367.63,1.02644011,16826.387556,16392.955996
1515363900,16367.87,16395.22,16367.87,16395.22,0.35854313,5877.3394191,16392.280112
1515363960,16371.01,16398.99,16371.01,16395.22,10.17216633,166800.3006,16397.716592
1515364020,16395.22,16400.81,16379.4,16379.4,4.6935766,76948.370991,16394.39974
1515364080,16379.4,16395.33,16370.3,16379.34,0.86900702,14232.00709,16377.321198
1515364140,16379.34,16391.7,16360.31,16375.5,12.20173799,199809.76864,16375.517062
1515364200,16375.5,16403.8,16375.5,16376.23,4.87079087,79824.700431,16388.447495
1515364260,16402,16436,16402,16432.11,19.37436684,318156.02981,16421.493019
1515364320,16432.12,16439.42,16432.1,16439.41,12.65648017,208040.8034,16437.492937
1515364380,16439.41,16442.05,16439.41,16440.03,10.79052841,177390.60782,16439.473683
1515364440,16442.05,16475,16442.05,16444.53,17.01295905,280178.86285,16468.555648
1515364500,16444.43,16467.34,16444.1,16445,5.03155546,82792.473452,16454.647894
1515364560,16444.74,16480.52,16444.1,16455,10.6975109,176163.26159,16467.687038
1515364620,16444.11,16479,16444.11,16454.99,2.13557905,35160.41712,16464.114086
1515364680,16464.99,16465,16439.42,16452,8.69088852,143004.04245,16454.478978
1515364740,16451.99,16452.98,16439.43,16439.43,1.40591662,23123.652071,16447.385103
1515364800,16439.43,16452,16439.42,16452,0.58581978,9637.2849198,16450.938068
1515364860,16451.99,16452.98,16439.43,16451.99,1.31176045,21580.643522,16451.665029
1515364920,16451.99,16451.99,16439.43,16449,1.943797,31976.290751,16450.427051
1515364980,16449.99,16452.98,16439.42,16451.02,3.89984396,64157.451765,16451.286878
1515365040,16452.98,16456.66,16439.42,16456.66,1.95560529,32177.990106,16454.235561
1515365100,16456.65,16457.09,16440.51,16457.09,1.87511584,30857.870886,16456.514434
1515365160,16457.35,16480.52,16440.01,16440.23,1.92941821,31764.917717,16463.46943
1515365220,16440.4,16480.52,16440,16440.14,1.05664966,17405.845203,16472.673832
1515365280,16451.61,16480.44,16440.14,16440.79,3.81915358,62878.841858,16464.077849
1515365340,16478.94,16478.99,16440.8,16454.27,0.91233213,15016.433877,16459.39388
1515365400,16454.26,16479,16454.26,16479,0.3316037,5461.5470946,16470.103001
1515365460,16450.11,16521.66,16450.11,16460.32,60.92160425,1004807.4456,16493.450197
1515365520,16470,16491.98,16460.11,16460.17,2.95567596,48692.492723,16474.23242
1515365580,16460.18,16491.09,16450.12,16460,4.57838175,75380.439155,16464.428541
1515365640,16460.07,16500,16442.1,16450.41,14.13703851,233149.44239,16492.099263
1515365700,16450.43,16484.06,16449.48,16450.98,1.72056998,28306.094617,16451.579968
1515365760,16442.07,16450.98,16440.26,16450.87,0.49789093,8189.7515394,16448.886786
1515365820,16440.31,16475.03,16440.3,16475.02,0.98927363,16281.420225,16457.954333
1515365880,16458.99,16459,16439.42,16439.42,1.90641923,31364.541274,16452.069293
1515365940,16439.42,16451.25,16439.42,16449.87,1.6989388,27933.726972,16441.867696
1515366000,16439.43,16449.99,16439.42,16449.94,2.36379891,38883.190416,16449.449338
1515366060,16449.98,16449.98,16439.42,16439.43,1.80572874,29690.877966,16442.601432
1515366120,16449.9,16449.98,16439.43,16439.43,1.12314677,18474.309238,16448.704418
1515366180,16449.98,16449.98,16439.43,16440.01,1.21686075,20008.691983,16442.877283
1515366240,16449.42,16449.43,16430.11,16439.99,6.22839954,102375.09089,16436.821406
1515366300,16440,16449.43,16430.12,16449.42,2.4018845,39505.611732,16447.756639
1515366360,16449.42,16449.43,16448.99,16449,0.80942451,13314.539643,16449.39025
1515366420,16448.99,16449,16430.12,16449,1.06687935,17547.595006,16447.590823
1515366480,16448.99,16449.43,16430.12,16430.12,2.75926007,45360.736368,16439.456672
1515366540,16447.96,16448,16430.12,16447.57,2.00254789,32926.748857,16442.42768
1515366600,16446.43,16446.43,16402,16402,4.47521716,73497.678529,16423.265263
1515366660,16401.99,16403.8,16360,16379.98,13.58206879,222331.87636,16369.514821
1515366720,16379.98,16390,16375.01,16375.01,2.99889794,49125.998367,16381.350533
1515366780,16360.01,16380,16357.4,16361,8.26382736,135256.85922,16367.338441
1515366840,16370,16390,16345.19,16360.98,5.1083852,83618.815419,16368.933067
1515366900,16360.98,16360.98,16326.14,16333.42,9.22323801,150693.59008,16338.469193
1515366960,16333.43,16342.95,16310.31,16317.99,10.3472518,168918.47467,16324.960283
1515367020,16318,16318,16310,16318,5.18015786,84508.360699,16313.858184
1515367080,16314.04,16347,16314.03,16346.76,2.23481138,36471.045604,16319.518475
1515367140,16346.98,16350,16314.06,16314.06,1.81420218,29648.206208,16342.283421
1515367200,16314.06,16346.97,16302,16309.79,1.60559273,26193.232494,16313.746322
1515367260,16302,16330,16267.3,16301.59,4.08959411,66627.51506,16291.962788
1515367320,16281.18,16282.9,16215.36,16274.01,25.03785458,406641.47694,16241.067127
1515367380,16266.05,16266.05,16225.5,16248.99,7.11915263,115649.72386,16244.87209
1515367440,16248.99,16280.1,16248.99,16280.1,4.98899638,81091.944259,16254.159771
1515367500,16279.95,16279.95,16256.11,16256.11,1.16255467,18910.74711,16266.54436
1515367560,16256.1,16300,16256.1,16256.1,4.93214285,80277.372504,16276.368091
1515367620,16256.23,16299.64,16256.23,16270.34,3.67925743,59894.940512,16279.083932
1515367680,16270.1,16299.28,16254.62,16270.19,4.95614772,80641.172632,16270.938073
1515367740,16270.19,16298.75,16243.23,16256.16,7.45026505,121142.56015,16260.167838
1515367800,16282.45,16296.01,16256.06,16285.4,11.58481426,188628.55622,16282.397973
